"name","type","brand","model","specs"
"GeForce2 Integrated GPU","GPU","UNKNOWN","GeForce2 Integrated GPU","Memory: Unknown"
"GeForce2 MX","GPU","UNKNOWN","GeForce2 MX","Memory: Unknown"
"GeForce2 MX 100/200","GPU","UNKNOWN","GeForce2 MX 100/200","Memory: Unknown"
"GeForce2 MX with DVI-D and TV-out","GPU","UNKNOWN","GeForce2 MX with DVI-D and TV-out","Memory: Unknown"
"GeForce2 MX/MX 400","GPU","UNKNOWN","GeForce2 MX/MX 400","Memory: Unknown"
"GeForce2 Ti","GPU","UNKNOWN","GeForce2 Ti","Memory: Unknown"
"GeForce2 Ultra","GPU","UNKNOWN","GeForce2 Ultra","Memory: Unknown"
"GeForce3","GPU","UNKNOWN","GeForce3","Memory: Unknown"
"GeForce3 Ti 200","GPU","UNKNOWN","GeForce3 Ti 200","Memory: Unknown"
"GeForce3 Ti 500","GPU","UNKNOWN","GeForce3 Ti 500","Memory: Unknown"
"GeForce4 420 Go","GPU","UNKNOWN","GeForce4 420 Go","Memory: Unknown"
"GeForce4 420 Go 32M","GPU","UNKNOWN","GeForce4 420 Go 32M","Memory: Unknown"
"GeForce4 4200 Go","GPU","UNKNOWN","GeForce4 4200 Go","Memory: Unknown"
"GeForce4 440","GPU","UNKNOWN","GeForce4 440","Memory: Unknown"
"GeForce4 440 Go","GPU","UNKNOWN","GeForce4 440 Go","Memory: Unknown"
"GeForce4 440 Go 64M","GPU","UNKNOWN","GeForce4 440 Go 64M","Memory: Unknown"
"GeForce4 448 Go","GPU","UNKNOWN","GeForce4 448 Go","Memory: Unknown"
"GeForce4 MX 4000","GPU","UNKNOWN","GeForce4 MX 4000","Memory: Unknown"
"GeForce4 MX 420","GPU","UNKNOWN","GeForce4 MX 420","Memory: Unknown"
"GeForce4 MX 440","GPU","UNKNOWN","GeForce4 MX 440","Memory: Unknown"
"GeForce4 MX 440 with AGP8X","GPU","UNKNOWN","GeForce4 MX 440 with AGP8X","Memory: Unknown"
"GeForce4 MX 440SE","GPU","UNKNOWN","GeForce4 MX 440SE","Memory: Unknown"
"GeForce4 MX 460","GPU","UNKNOWN","GeForce4 MX 460","Memory: Unknown"
"GeForce4 MX Integrated GPU","GPU","UNKNOWN","GeForce4 MX Integrated GPU","Memory: Unknown"
"GeForce4 Ti 4200","GPU","UNKNOWN","GeForce4 Ti 4200","Memory: Unknown"
"GeForce4 Ti 4400","GPU","UNKNOWN","GeForce4 Ti 4400","Memory: Unknown"
"GeForce4 Ti 4600","GPU","UNKNOWN","GeForce4 Ti 4600","Memory: Unknown"
"GeForce4 Ti 4800","GPU","UNKNOWN","GeForce4 Ti 4800","Memory: Unknown"
"GeForce4 Ti 4800 SE","GPU","UNKNOWN","GeForce4 Ti 4800 SE","Memory: Unknown"
"GeForce9400M","GPU","UNKNOWN","GeForce9400M","Memory: Unknown"
"GF117","GPU","UNKNOWN","GF117","Memory: Unknown"
"GIGABYTE RADEON 9600 PRO","GPU","RADEON","GIGABYTE RADEON 9600 PRO","Memory: Unknown"
"Gigabyte RADEON X300","GPU","RADEON","Gigabyte RADEON X300","Memory: Unknown"
"GRID GTX P40-6","GPU","UNKNOWN","GRID GTX P40-6","Memory: Unknown"
"GRID K1","GPU","UNKNOWN","GRID K1","Memory: Unknown"
"GRID K120Q","GPU","UNKNOWN","GRID K120Q","Memory: Unknown"
"GRID K140Q","GPU","UNKNOWN","GRID K140Q","Memory: Unknown"
"GRID K160Q","GPU","UNKNOWN","GRID K160Q","Memory: Unknown"
"GRID K180Q","GPU","UNKNOWN","GRID K180Q","Memory: Unknown"
"GRID K2","GPU","UNKNOWN","GRID K2","Memory: Unknown"
"GRID K220Q","GPU","UNKNOWN","GRID K220Q","Memory: Unknown"
"GRID K240Q","GPU","UNKNOWN","GRID K240Q","Memory: Unknown"
"GRID K260Q","GPU","UNKNOWN","GRID K260Q","Memory: Unknown"
"GRID K280Q","GPU","UNKNOWN","GRID K280Q","Memory: Unknown"
"GRID K520","GPU","UNKNOWN","GRID K520","Memory: Unknown"
"GRID M10-0Q","GPU","UNKNOWN","GRID M10-0Q","Memory: Unknown"
"GRID M10-1B","GPU","UNKNOWN","GRID M10-1B","Memory: Unknown"
"GRID M10-1Q","GPU","UNKNOWN","GRID M10-1Q","Memory: Unknown"
"GRID M10-2B","GPU","UNKNOWN","GRID M10-2B","Memory: Unknown"
"GRID M10-2Q","GPU","UNKNOWN","GRID M10-2Q","Memory: Unknown"
"GRID M10-4Q","GPU","UNKNOWN","GRID M10-4Q","Memory: Unknown"
"GRID M10-8Q","GPU","UNKNOWN","GRID M10-8Q","Memory: Unknown"
"GRID M6-0B","GPU","UNKNOWN","GRID M6-0B","Memory: Unknown"
"GRID M6-1Q","GPU","UNKNOWN","GRID M6-1Q","Memory: Unknown"
"GRID M6-8Q","GPU","UNKNOWN","GRID M6-8Q","Memory: Unknown"
"GRID M60-0B","GPU","UNKNOWN","GRID M60-0B","Memory: Unknown"
"GRID M60-0Q","GPU","UNKNOWN","GRID M60-0Q","Memory: Unknown"
"GRID M60-1B","GPU","UNKNOWN","GRID M60-1B","Memory: Unknown"
"GRID M60-1Q","GPU","UNKNOWN","GRID M60-1Q","Memory: Unknown"
"GRID M60-2Q","GPU","UNKNOWN","GRID M60-2Q","Memory: Unknown"
"GRID M60-4Q","GPU","UNKNOWN","GRID M60-4Q","Memory: Unknown"
"GRID M60-8A","GPU","UNKNOWN","GRID M60-8A","Memory: Unknown"
"GRID M60-8Q","GPU","UNKNOWN","GRID M60-8Q","Memory: Unknown"
"GRID P100-16Q","GPU","UNKNOWN","GRID P100-16Q","Memory: Unknown"
"GRID P100-1B","GPU","UNKNOWN","GRID P100-1B","Memory: Unknown"
"GRID P100-8Q","GPU","UNKNOWN","GRID P100-8Q","Memory: Unknown"
"GRID P40-24Q","GPU","UNKNOWN","GRID P40-24Q","Memory: Unknown"
"GRID P40-2B","GPU","UNKNOWN","GRID P40-2B","Memory: Unknown"
"GRID P40-2Q","GPU","UNKNOWN","GRID P40-2Q","Memory: Unknown"
"GRID P40-3Q","GPU","UNKNOWN","GRID P40-3Q","Memory: Unknown"
"GRID P40-4Q","GPU","UNKNOWN","GRID P40-4Q","Memory: Unknown"
"GRID P6-2Q","GPU","UNKNOWN","GRID P6-2Q","Memory: Unknown"
"GRID P6-4Q","GPU","UNKNOWN","GRID P6-4Q","Memory: Unknown"
"GRID RTX6000P-4Q","GPU","UNKNOWN","GRID RTX6000P-4Q","Memory: Unknown"
"GRID RTX6000P-6Q","GPU","UNKNOWN","GRID RTX6000P-6Q","Memory: Unknown"
"GRID RTX8000-2Q","GPU","UNKNOWN","GRID RTX8000-2Q","Memory: Unknown"
"GRID RTX8000-4Q","GPU","UNKNOWN","GRID RTX8000-4Q","Memory: Unknown"
"GRID RTX8000P-2Q","GPU","UNKNOWN","GRID RTX8000P-2Q","Memory: Unknown"
"GRID T4-1Q","GPU","UNKNOWN","GRID T4-1Q","Memory: Unknown"
"GRID T4-2Q","GPU","UNKNOWN","GRID T4-2Q","Memory: Unknown"
"GRID T4-4Q","GPU","UNKNOWN","GRID T4-4Q","Memory: Unknown"
"GRID T4-8Q","GPU","UNKNOWN","GRID T4-8Q","Memory: Unknown"
"GRID V100-8Q","GPU","UNKNOWN","GRID V100-8Q","Memory: Unknown"
"GRID V100D-8Q","GPU","UNKNOWN","GRID V100D-8Q","Memory: Unknown"
"GT 430","GPU","UNKNOWN","GT 430","Memory: Unknown"
"HD6450","GPU","UNKNOWN","HD6450","Memory: Unknown"
"HIS DIGITAL HD 4650 AGP","GPU","UNKNOWN","HIS DIGITAL HD 4650 AGP","Memory: Unknown"
"IGP 340M","GPU","UNKNOWN","IGP 340M","Memory: Unknown"
"IncrediblE HD","GPU","UNKNOWN","IncrediblE HD","Memory: Unknown"
"IncrediblE HD 3000","GPU","UNKNOWN","IncrediblE HD 3000","Memory: Unknown"
"IncrediblE HD 4000","GPU","UNKNOWN","IncrediblE HD 4000","Memory: Unknown"
"IncrediblE HD 4600","GPU","UNKNOWN","IncrediblE HD 4600","Memory: Unknown"
"Intel - Express Chipset G41","GPU","UNKNOWN","Intel - Express Chipset G41","Memory: Unknown"
"Intel - Express Chipset Q45/Q43","GPU","UNKNOWN","Intel - Express Chipset Q45/Q43","Memory: Unknown"
"Intel 2nd Generation SandyBridge HD","GPU","UNKNOWN","Intel 2nd Generation SandyBridge HD","Memory: Unknown"
"Intel 2nd Generation SandyBridge HD 3000","GPU","UNKNOWN","Intel 2nd Generation SandyBridge HD 3000","Memory: Unknown"
"Intel 4th Generation Haswell HD","GPU","UNKNOWN","Intel 4th Generation Haswell HD","Memory: Unknown"
"Intel 82845G Controller","GPU","UNKNOWN","Intel 82845G Controller","Memory: Unknown"
"Intel 82845G/GL Controller","GPU","UNKNOWN","Intel 82845G/GL Controller","Memory: Unknown"
"Intel 82845G/GL/GE/PE/GV Controller","GPU","UNKNOWN","Intel 82845G/GL/GE/PE/GV Controller","Memory: Unknown"
"Intel 82852/82855 GM/GME Controller","GPU","UNKNOWN","Intel 82852/82855 GM/GME Controller","Memory: Unknown"
"Intel 82865G Controller","GPU","UNKNOWN","Intel 82865G Controller","Memory: Unknown"
"Intel 82915G Express","GPU","UNKNOWN","Intel 82915G Express","Memory: Unknown"
"Intel 82915G/915GV/910GL","GPU","UNKNOWN","Intel 82915G/915GV/910GL","Memory: Unknown"
"Intel 82915G/GV/910GL Advanced v3.5","GPU","UNKNOWN","Intel 82915G/GV/910GL Advanced v3.5","Memory: Unknown"
"Intel 82915G/GV/910GL Express","GPU","UNKNOWN","Intel 82915G/GV/910GL Express","Memory: Unknown"
"Intel 82945G Express","GPU","UNKNOWN","Intel 82945G Express","Memory: Unknown"
"Intel 82945G Express-Chipsatzfamilie","GPU","UNKNOWN","Intel 82945G Express-Chipsatzfamilie","Memory: Unknown"
"Intel 865 Embedded Controller","GPU","UNKNOWN","Intel 865 Embedded Controller","Memory: Unknown"
"Intel 915G,910G Express","GPU","UNKNOWN","Intel 915G,910G Express","Memory: Unknown"
"Intel 915G/915GV/910GL Embedded Controller Functio","GPU","UNKNOWN","Intel 915G/915GV/910GL Embedded Controller Functio","Memory: Unknown"
"Intel 945G Embedded Chipset Function 0","GPU","UNKNOWN","Intel 945G Embedded Chipset Function 0","Memory: Unknown"
"Intel 946GZ Embedded Chipset Function 0","GPU","UNKNOWN","Intel 946GZ Embedded Chipset Function 0","Memory: Unknown"
"Intel 946GZ Express","GPU","UNKNOWN","Intel 946GZ Express","Memory: Unknown"
"Intel B43 Express Chipset","GPU","UNKNOWN","Intel B43 Express Chipset","Memory: Unknown"
"Intel Coffee Lake UHD","GPU","UNKNOWN","Intel Coffee Lake UHD","Memory: Unknown"
"Intel Extreme Controller","GPU","UNKNOWN","Intel Extreme Controller","Memory: Unknown"
"Intel G33/G31 Express","GPU","UNKNOWN","Intel G33/G31 Express","Memory: Unknown"
"Intel G35 Express","GPU","UNKNOWN","Intel G35 Express","Memory: Unknown"
"Intel G41 Express Chipset","GPU","UNKNOWN","Intel G41 Express Chipset","Memory: Unknown"
"Intel G41 Express-Chipsatz","GPU","UNKNOWN","Intel G41 Express-Chipsatz","Memory: Unknown"
"Intel G45/G43 Express Chipset","GPU","UNKNOWN","Intel G45/G43 Express Chipset","Memory: Unknown"
"Intel G45/G43/G41 Express Chipset","GPU","UNKNOWN","Intel G45/G43/G41 Express Chipset","Memory: Unknown"
"Intel G965 Express","GPU","UNKNOWN","Intel G965 Express","Memory: Unknown"
"Intel GMA 3150 Express","GPU","UNKNOWN","Intel GMA 3150 Express","Memory: Unknown"
"Intel Haswell HD - GT1","GPU","UNKNOWN","Intel Haswell HD - GT1","Memory: Unknown"
"Intel Haswell HD - GT2","GPU","UNKNOWN","Intel Haswell HD - GT2","Memory: Unknown"
"Intel HD 2000","GPU","UNKNOWN","Intel HD 2000","Memory: Unknown"
"Intel HD 3000","GPU","UNKNOWN","Intel HD 3000","Memory: Unknown"
"Intel HD 4000","GPU","UNKNOWN","Intel HD 4000","Memory: Unknown"
"Intel HD 4400","GPU","UNKNOWN","Intel HD 4400","Memory: Unknown"
"Intel HD 4600","GPU","UNKNOWN","Intel HD 4600","Memory: Unknown"
"Intel HD 500","GPU","UNKNOWN","Intel HD 500","Memory: Unknown"
"Intel HD 5000","GPU","UNKNOWN","Intel HD 5000","Memory: Unknown"
"Intel HD 505","GPU","UNKNOWN","Intel HD 505","Memory: Unknown"
"Intel HD 510","GPU","UNKNOWN","Intel HD 510","Memory: Unknown"
"Intel HD 515","GPU","UNKNOWN","Intel HD 515","Memory: Unknown"
"Intel HD 520","GPU","UNKNOWN","Intel HD 520","Memory: Unknown"
"Intel HD 5200","GPU","UNKNOWN","Intel HD 5200","Memory: Unknown"
"Intel HD 530","GPU","UNKNOWN","Intel HD 530","Memory: Unknown"
"Intel HD 5300","GPU","UNKNOWN","Intel HD 5300","Memory: Unknown"
"Intel HD 5500","GPU","UNKNOWN","Intel HD 5500","Memory: Unknown"
"Intel HD 5600","GPU","UNKNOWN","Intel HD 5600","Memory: Unknown"
"Intel HD 6000","GPU","UNKNOWN","Intel HD 6000","Memory: Unknown"
"Intel HD 610","GPU","UNKNOWN","Intel HD 610","Memory: Unknown"
"Intel HD 615","GPU","UNKNOWN","Intel HD 615","Memory: Unknown"
"Intel HD 630","GPU","UNKNOWN","Intel HD 630","Memory: Unknown"
"Intel HD Family","GPU","UNKNOWN","Intel HD Family","Memory: Unknown"
"Intel HD Graphics 620","GPU","UNKNOWN","Intel HD Graphics 620","Memory: Unknown"
"Intel HD manual-15.28-1861","GPU","UNKNOWN","Intel HD manual-15.28-1861","Memory: Unknown"
"Intel HD manual-gen9_2015-133271","GPU","UNKNOWN","Intel HD manual-gen9_2015-133271","Memory: Unknown"
"Intel HD Modded","GPU","UNKNOWN","Intel HD Modded","Memory: Unknown"
"Intel HD P3000","GPU","UNKNOWN","Intel HD P3000","Memory: Unknown"
"Intel HD P4000","GPU","UNKNOWN","Intel HD P4000","Memory: Unknown"
"Intel HD P4600","GPU","UNKNOWN","Intel HD P4600","Memory: Unknown"
"Intel HD P4600/P4700","GPU","UNKNOWN","Intel HD P4600/P4700","Memory: Unknown"
"Intel HD P530","GPU","UNKNOWN","Intel HD P530","Memory: Unknown"
"Intel HD P630","GPU","UNKNOWN","Intel HD P630","Memory: Unknown"
"Intel i gfx-driver-ci-master-9938","GPU","UNKNOWN","Intel i gfx-driver-ci-master-9938","Memory: Unknown"
"Intel Infoshock HD","GPU","UNKNOWN","Intel Infoshock HD","Memory: Unknown"
"Intel Iris 5100","GPU","UNKNOWN","Intel Iris 5100","Memory: Unknown"
"Intel Iris 540","GPU","UNKNOWN","Intel Iris 540","Memory: Unknown"
"Intel Iris 550","GPU","UNKNOWN","Intel Iris 550","Memory: Unknown"
"Intel Iris 6100","GPU","UNKNOWN","Intel Iris 6100","Memory: Unknown"
"Intel Iris 650","GPU","UNKNOWN","Intel Iris 650","Memory: Unknown"
"Intel Iris Plus","GPU","UNKNOWN","Intel Iris Plus","Memory: Unknown"
"Intel Iris Plus 640","GPU","UNKNOWN","Intel Iris Plus 640","Memory: Unknown"
"Intel Iris Plus 645","GPU","UNKNOWN","Intel Iris Plus 645","Memory: Unknown"
"Intel Iris Plus 650","GPU","UNKNOWN","Intel Iris Plus 650","Memory: Unknown"
"Intel Iris Plus 655","GPU","UNKNOWN","Intel Iris Plus 655","Memory: Unknown"
"Intel Iris Pro 5200","GPU","UNKNOWN","Intel Iris Pro 5200","Memory: Unknown"
"Intel Iris Pro 580","GPU","UNKNOWN","Intel Iris Pro 580","Memory: Unknown"
"Intel Iris Pro 6100","GPU","UNKNOWN","Intel Iris Pro 6100","Memory: Unknown"
"Intel Iris Pro Graphics 6200","GPU","UNKNOWN","Intel Iris Pro Graphics 6200","Memory: Unknown"
"Intel Iris Pro P580","GPU","UNKNOWN","Intel Iris Pro P580","Memory: Unknown"
"Intel Iris Pro P6300","GPU","UNKNOWN","Intel Iris Pro P6300","Memory: Unknown"
"Intel Iris Xe","GPU","UNKNOWN","Intel Iris Xe","Memory: Unknown"
"Intel Media Accelerator","GPU","UNKNOWN","Intel Media Accelerator","Memory: Unknown"
"Intel Media Accelerator 3150","GPU","UNKNOWN","Intel Media Accelerator 3150","Memory: Unknown"
"Intel Media Accelerator 500","GPU","UNKNOWN","Intel Media Accelerator 500","Memory: Unknown"
"Intel Media Accelerator 600","GPU","UNKNOWN","Intel Media Accelerator 600","Memory: Unknown"
"Intel Media Accelerator HD","GPU","UNKNOWN","Intel Media Accelerator HD","Memory: Unknown"
"Intel Poison Ivy","GPU","UNKNOWN","Intel Poison Ivy","Memory: Unknown"
"Intel Q33 Express","GPU","UNKNOWN","Intel Q33 Express","Memory: Unknown"
"Intel Q35 Embedded","GPU","UNKNOWN","Intel Q35 Embedded","Memory: Unknown"
"Intel Q35 Express","GPU","UNKNOWN","Intel Q35 Express","Memory: Unknown"
"Intel Q45/Q43 Express Chipset","GPU","UNKNOWN","Intel Q45/Q43 Express Chipset","Memory: Unknown"
"Intel Q45/Q43 Express-Chipsatz","GPU","UNKNOWN","Intel Q45/Q43 Express-Chipsatz","Memory: Unknown"
"Intel Q965/Q963 Express","GPU","UNKNOWN","Intel Q965/Q963 Express","Memory: Unknown"
"Intel Skylake HD DT GT2","GPU","UNKNOWN","Intel Skylake HD DT GT2","Memory: Unknown"
"Intel UHD","GPU","UNKNOWN","Intel UHD","Memory: Unknown"
"Intel UHD 600","GPU","UNKNOWN","Intel UHD 600","Memory: Unknown"
"Intel UHD 605","GPU","UNKNOWN","Intel UHD 605","Memory: Unknown"
"Intel UHD 610","GPU","UNKNOWN","Intel UHD 610","Memory: Unknown"
"Intel UHD 615","GPU","UNKNOWN","Intel UHD 615","Memory: Unknown"
"Intel UHD 617","GPU","UNKNOWN","Intel UHD 617","Memory: Unknown"
"Intel UHD 620","GPU","UNKNOWN","Intel UHD 620","Memory: Unknown"
"Intel UHD 630","GPU","UNKNOWN","Intel UHD 630","Memory: Unknown"
"Intel UHD 730","GPU","UNKNOWN","Intel UHD 730","Memory: Unknown"
"Intel UHD 750","GPU","UNKNOWN","Intel UHD 750","Memory: Unknown"
"Intel UHD 770","GPU","UNKNOWN","Intel UHD 770","Memory: Unknown"
"Intel UHD Graphics 620","GPU","UNKNOWN","Intel UHD Graphics 620","Memory: Unknown"
"Intel UHD P630","GPU","UNKNOWN","Intel UHD P630","Memory: Unknown"
"Intel UHD P750","GPU","UNKNOWN","Intel UHD P750","Memory: Unknown"
"Intel US15 Embedded Media and Controller","GPU","UNKNOWN","Intel US15 Embedded Media and Controller","Memory: Unknown"
"ION","GPU","UNKNOWN","ION","Memory: Unknown"
"ION LE","GPU","UNKNOWN","ION LE","Memory: Unknown"
"KV SPECTRE LITE MOBILE 25W","GPU","UNKNOWN","KV SPECTRE LITE MOBILE 25W","Memory: Unknown"
"LMIMIRR","GPU","UNKNOWN","LMIMIRR","Memory: Unknown"
"M71-M","GPU","UNKNOWN","M71-M","Memory: Unknown"
"M76M","GPU","UNKNOWN","M76M","Memory: Unknown"
"M860G with Mobility Radeon 4100","GPU","RADEON","M860G with Mobility Radeon 4100","Memory: Unknown"
"M880G with Mobility Radeon HD 4200","GPU","RADEON","M880G with Mobility Radeon HD 4200","Memory: Unknown"
"M880G with Mobility Radeon HD 4225","GPU","RADEON","M880G with Mobility Radeon HD 4225","Memory: Unknown"
"M880G with Mobility Radeon HD 4250","GPU","RADEON","M880G with Mobility Radeon HD 4250","Memory: Unknown"
"Master X3100 Driver","GPU","UNKNOWN","Master X3100 Driver","Memory: Unknown"
"Matrox C420 LP PCIe x16","GPU","UNKNOWN","Matrox C420 LP PCIe x16","Memory: Unknown"
"Matrox C680 PCIe x16","GPU","UNKNOWN","Matrox C680 PCIe x16","Memory: Unknown"
"Matrox C900 PCIe x16","GPU","UNKNOWN","Matrox C900 PCIe x16","Memory: Unknown"
"Matrox G200e WDDM 1.2","GPU","UNKNOWN","Matrox G200e WDDM 1.2","Memory: Unknown"
"Matrox G200e WDDM 2.0","GPU","UNKNOWN","Matrox G200e WDDM 2.0","Memory: Unknown"
"Matrox G200eh","GPU","UNKNOWN","Matrox G200eh","Memory: Unknown"
"Matrox G200eh WDDM 1.2","GPU","UNKNOWN","Matrox G200eh WDDM 1.2","Memory: Unknown"
"Matrox G200eh WDDM 2.0","GPU","UNKNOWN","Matrox G200eh WDDM 2.0","Memory: Unknown"
"Matrox G200eR","GPU","UNKNOWN","Matrox G200eR","Memory: Unknown"
"Matrox G200eR WDDM 1.2","GPU","UNKNOWN","Matrox G200eR WDDM 1.2","Memory: Unknown"
"Matrox G200eR WDDM 2.0","GPU","UNKNOWN","Matrox G200eR WDDM 2.0","Memory: Unknown"
"Matrox G200eW","GPU","UNKNOWN","Matrox G200eW","Memory: Unknown"
"Matrox G200eW WDDM 1.2","GPU","UNKNOWN","Matrox G200eW WDDM 1.2","Memory: Unknown"
"Matrox G200eW3 WDDM 2.0","GPU","UNKNOWN","Matrox G200eW3 WDDM 2.0","Memory: Unknown"
"Matrox M9120 PCIe x16","GPU","UNKNOWN","Matrox M9120 PCIe x16","Memory: Unknown"
"Matrox M9120 Plus LP PCIe x16","GPU","UNKNOWN","Matrox M9120 Plus LP PCIe x16","Memory: Unknown"
"Matrox M9125 PCIe x16","GPU","UNKNOWN","Matrox M9125 PCIe x16","Memory: Unknown"
"Matrox M9128 LP PCIe x16","GPU","UNKNOWN","Matrox M9128 LP PCIe x16","Memory: Unknown"
"Matrox M9138 LP PCIe x16","GPU","UNKNOWN","Matrox M9138 LP PCIe x16","Memory: Unknown"
"Matrox M9140 LP PCIe x16","GPU","UNKNOWN","Matrox M9140 LP PCIe x16","Memory: Unknown"
"Matrox M9148 LP PCIe x16","GPU","UNKNOWN","Matrox M9148 LP PCIe x16","Memory: Unknown"
"Matrox Millennium P650 PCIe 128","GPU","UNKNOWN","Matrox Millennium P650 PCIe 128","Memory: Unknown"
"Matrox Millennium P690 PCIe x16","GPU","UNKNOWN","Matrox Millennium P690 PCIe x16","Memory: Unknown"
"Matrox Millennium P690 Plus LP PCIe x16","GPU","UNKNOWN","Matrox Millennium P690 Plus LP PCIe x16","Memory: Unknown"
"Matrox Parhelia 128MB","GPU","UNKNOWN","Matrox Parhelia 128MB","Memory: 128MB"
"Matrox Parhelia 256MB","GPU","UNKNOWN","Matrox Parhelia 256MB","Memory: 256MB"
"Matrox Parhelia APVe","GPU","UNKNOWN","Matrox Parhelia APVe","Memory: Unknown"
"MCT USB3.0 External Device","GPU","UNKNOWN","MCT USB3.0 External Device","Memory: Unknown"
"MEDION RADEON 9800 XXL","GPU","RADEON","MEDION RADEON 9800 XXL","Memory: Unknown"
"MEDION RADEON X740XL","GPU","RADEON","MEDION RADEON X740XL","Memory: Unknown"
"MIRRORV3","GPU","UNKNOWN","MIRRORV3","Memory: Unknown"
"Mobile Intel - famiglia Express Chipset 45","GPU","UNKNOWN","Mobile Intel - famiglia Express Chipset 45","Memory: Unknown"
"Mobile Intel 4 Express-Chipsatzfamilie","GPU","UNKNOWN","Mobile Intel 4 Express-Chipsatzfamilie","Memory: Unknown"
"Mobile Intel 45 Express","GPU","UNKNOWN","Mobile Intel 45 Express","Memory: Unknown"
"Mobile Intel 45 Express-Chipsatzfamilie","GPU","UNKNOWN","Mobile Intel 45 Express-Chipsatzfamilie","Memory: Unknown"
"Mobile Intel 915GM/GMS/910GML Express","GPU","UNKNOWN","Mobile Intel 915GM/GMS/910GML Express","Memory: Unknown"
"Mobile Intel 945 Express","GPU","UNKNOWN","Mobile Intel 945 Express","Memory: Unknown"
"Mobile Intel 945GM Express","GPU","UNKNOWN","Mobile Intel 945GM Express","Memory: Unknown"
"Mobile Intel 945GM/GU Express","GPU","UNKNOWN","Mobile Intel 945GM/GU Express","Memory: Unknown"
"Mobile Intel 965 Express","GPU","UNKNOWN","Mobile Intel 965 Express","Memory: Unknown"
"Mobile Intel 965 Express - BR-0907-0461 v1839","GPU","UNKNOWN","Mobile Intel 965 Express - BR-0907-0461 v1839","Memory: Unknown"
"Mobile Intel 965 Express-Chipsatzfamilie","GPU","UNKNOWN","Mobile Intel 965 Express-Chipsatzfamilie","Memory: Unknown"
"Mobile Intel HD","GPU","UNKNOWN","Mobile Intel HD","Memory: Unknown"
"Mobile Intel serie 4 Express","GPU","UNKNOWN","Mobile Intel serie 4 Express","Memory: Unknown"
"Mobile Intel965 Express","GPU","UNKNOWN","Mobile Intel965 Express","Memory: Unknown"
"MOBILITY FIREGL 7800","GPU","UNKNOWN","MOBILITY FIREGL 7800","Memory: Unknown"
"MOBILITY FIREGL T2","GPU","UNKNOWN","MOBILITY FIREGL T2","Memory: Unknown"
"MOBILITY FIREGL T2/T2e","GPU","UNKNOWN","MOBILITY FIREGL T2/T2e","Memory: Unknown"
"MOBILITY FireGL V3200","GPU","UNKNOWN","MOBILITY FireGL V3200","Memory: Unknown"
"MOBILITY FireGL V5000","GPU","UNKNOWN","MOBILITY FireGL V5000","Memory: Unknown"
"MOBILITY FireGL V5200","GPU","UNKNOWN","MOBILITY FireGL V5200","Memory: Unknown"
"MOBILITY FireGL V5250","GPU","UNKNOWN","MOBILITY FireGL V5250","Memory: Unknown"
"Mobility FireGL V5725","GPU","UNKNOWN","Mobility FireGL V5725","Memory: Unknown"
"MOBILITY IGP 9000/9100","GPU","UNKNOWN","MOBILITY IGP 9000/9100","Memory: Unknown"
"Mobility Radeon 4100","GPU","RADEON","Mobility Radeon 4100","Memory: Unknown"
"MOBILITY RADEON 7000 IGP","GPU","RADEON","MOBILITY RADEON 7000 IGP","Memory: Unknown"
"MOBILITY RADEON 7500","GPU","RADEON","MOBILITY RADEON 7500","Memory: Unknown"
"MOBILITY RADEON 9000","GPU","RADEON","MOBILITY RADEON 9000","Memory: Unknown"
"MOBILITY RADEON 9000 IGP","GPU","RADEON","MOBILITY RADEON 9000 IGP","Memory: Unknown"
"MOBILITY RADEON 9000/9100 IGP","GPU","RADEON","MOBILITY RADEON 9000/9100 IGP","Memory: Unknown"
"MOBILITY RADEON 9100 IGP","GPU","RADEON","MOBILITY RADEON 9100 IGP","Memory: Unknown"
"MOBILITY RADEON 9200","GPU","RADEON","MOBILITY RADEON 9200","Memory: Unknown"
"MOBILITY RADEON 9550","GPU","RADEON","MOBILITY RADEON 9550","Memory: Unknown"
"MOBILITY RADEON 9600","GPU","RADEON","MOBILITY RADEON 9600","Memory: Unknown"
"MOBILITY RADEON 9600 PRO TURBO","GPU","RADEON","MOBILITY RADEON 9600 PRO TURBO","Memory: Unknown"
"MOBILITY RADEON 9600/9700","GPU","RADEON","MOBILITY RADEON 9600/9700","Memory: Unknown"
"MOBILITY RADEON 9700","GPU","RADEON","MOBILITY RADEON 9700","Memory: Unknown"
"MOBILITY RADEON 9800","GPU","RADEON","MOBILITY RADEON 9800","Memory: Unknown"
"Mobility Radeon HD 2300","GPU","RADEON","Mobility Radeon HD 2300","Memory: Unknown"
"Mobility Radeon HD 2400","GPU","RADEON","Mobility Radeon HD 2400","Memory: Unknown"
"Mobility Radeon HD 2400 XT","GPU","RADEON","Mobility Radeon HD 2400 XT","Memory: Unknown"
"Mobility Radeon HD 2600","GPU","RADEON","Mobility Radeon HD 2600","Memory: Unknown"
"Mobility Radeon HD 2600 XT","GPU","RADEON","Mobility Radeon HD 2600 XT","Memory: Unknown"
"Mobility Radeon HD 3400 Serisi","GPU","RADEON","Mobility Radeon HD 3400 Serisi","Memory: Unknown"
"Mobility Radeon HD 3410","GPU","RADEON","Mobility Radeon HD 3410","Memory: Unknown"
"Mobility Radeon HD 3430","GPU","RADEON","Mobility Radeon HD 3430","Memory: Unknown"
