"name","type","brand","model","specs"
"Biostar TA990FXE","Motherboard","Biostar","TA990FXE","Socket: AM3+, Chipset: AMD 990FX"
"Asus Prime B365M-A","Motherboard","Asus","Prime B365M-A","Socket: LGA 1151, Chipset: Intel B365"
"Asus ROG Crosshair VI Hero Wi-Fi AC","Motherboard","Asus","ROG Crosshair VI Hero Wi-Fi AC","Socket: AM4, Chipset: AMD X370"
"Asus WS X299 Pro","Motherboard","Asus","WS X299 Pro","Socket: LGA 2066, Chipset: Intel X299"
"Gigabyte GA-H170M-HD3 DDR3","Motherboard","Gigabyte","GA-H170M-HD3 DDR3","Socket: LGA 1151, Chipset: Intel H170"
"MSI Z270 MPower Gaming Titanium","Motherboard","MSI","Z270 MPower Gaming Titanium","Socket: LGA 1151, Chipset: Intel Z270"
"Asus B150-Pro D3","Motherboard","Asus","B150-Pro D3","Socket: LGA 1151, Chipset: Intel B150"
"Asrock H170M-ITX/DL","Motherboard","Asrock","H170M-ITX/DL","Socket: LGA 1151, Chipset: Intel H170"
"MSI H110 PC Mate","Motherboard","MSI","H110 PC Mate","Socket: LGA 1151, Chipset: Intel H110"
"Asrock H110TM-ITX R2.0","Motherboard","Asrock","H110TM-ITX R2.0","Socket: LGA 1151, Chipset: Intel H110"
"MSI B450 Gaming Plus","Motherboard","MSI","B450 Gaming Plus","Socket: AM4, Chipset: AMD B450"
"Supermicro C7B250-CB-ML","Motherboard","Supermicro","C7B250-CB-ML","Socket: LGA 1151, Chipset: Intel B250"
"Biostar Hi-Fi H170Z3","Motherboard","Biostar","Hi-Fi H170Z3","Socket: LGA 1151, Chipset: Intel H170"
"Asrock B150M Pro4/D3","Motherboard","Asrock","B150M Pro4/D3","Socket: LGA 1151, Chipset: Intel B150"
"Asus ROG Maximus Formula Special Edition","Motherboard","Asus","ROG Maximus Formula Special Edition","Socket: LGA 775, Chipset: Intel X38"
"Gigabyte GA-Z170X-SOC Force","Motherboard","Gigabyte","GA-Z170X-SOC Force","Socket: LGA 1151, Chipset: Intel Z170"
"Biostar B250GTN","Motherboard","Biostar","B250GTN","Socket: LGA 1151, Chipset: Intel B250"
"EVGA Z370 Micro","Motherboard","EVGA","Z370 Micro","Socket: LGA 1151, Chipset: Intel Z370"
"Asus B150 Pro Gaming","Motherboard","Asus","B150 Pro Gaming","Socket: LGA 1151, Chipset: Intel B150"
"Asrock H170A-X1","Motherboard","Asrock","H170A-X1","Socket: LGA 1151, Chipset: Intel H170"
"Asrock X570 Aqua","Motherboard","Asrock","X570 Aqua","Socket: AM4, Chipset: AMD X570"
"Gigabyte Z390 I Aorus Pro Wifi","Motherboard","Gigabyte","Z390 I Aorus Pro Wifi","Socket: LGA 1151, Chipset: Intel Z390"
"Supermicro X11DDW-NT","Motherboard","Supermicro","X11DDW-NT","Socket: 2x LGA 3647, Chipset: Intel C622"
"MSI Z97-G43 Gaming","Motherboard","MSI","Z97-G43 Gaming","Socket: LGA 1150, Chipset: Intel Z97"
"Gigabyte GA-Z170N-Gaming 5 Rev. 1.0","Motherboard","Gigabyte","GA-Z170N-Gaming 5 Rev. 1.0","Socket: LGA 1151, Chipset: Intel Z170"
"Asrock X58 Deluxe","Motherboard","Asrock","X58 Deluxe","Socket: LGA 1366, Chipset: Intel X58"
"Gigabyte GA-X58A-OC","Motherboard","Gigabyte","GA-X58A-OC","Socket: LGA 1366, Chipset: Intel X58"
"Asrock B150M-HDV","Motherboard","Asrock","B150M-HDV","Socket: LGA 1151, Chipset: Intel B150"
"Asus ROG Rampage Extreme","Motherboard","Asus","ROG Rampage Extreme","Socket: LGA 775, Chipset: Intel X48"
"Gigabyte Z490 Aorus Elite","Motherboard","Gigabyte","Z490 Aorus Elite","Socket: LGA 1200, Chipset: Intel Z490"
"Gigabyte GA-X170-Extreme ECC","Motherboard","Gigabyte","GA-X170-Extreme ECC","Socket: LGA 1151, Chipset: Intel C236"
"Gigabyte GA-Z170X-Designare","Motherboard","Gigabyte","GA-Z170X-Designare","Socket: LGA 1151, Chipset: Intel Z170"
"Fujitsu D3598-B","Motherboard","Fujitsu","D3598-B","Socket: LGA 2066, Chipset: Intel C422"
"Asrock Z170M-ITX/ac","Motherboard","Asrock","Z170M-ITX/ac","Socket: LGA 1151, Chipset: Intel Z170"
"Gigabyte GA-X58A-UD9","Motherboard","Gigabyte","GA-X58A-UD9","Socket: LGA 1366, Chipset: Intel X58"
"Asrock B460M Steel Legend","Motherboard","Asrock","B460M Steel Legend","Socket: LGA 1200, Chipset: Intel B460"
"Fujitsu D3410-B1","Motherboard","Fujitsu","D3410-B1","Socket: LGA 1151, Chipset: Intel B150"
"Asrock Fatal1ty B150 Gaming K4/Hyper","Motherboard","Asrock","Fatal1ty B150 Gaming K4/Hyper","Socket: LGA 1151, Chipset: Intel B150"
"Asus ROG Rampage IV Black Edition","Motherboard","Asus","ROG Rampage IV Black Edition","Socket: LGA 2011, Chipset: Intel X79"
"MSI H110M PRO-VHL","Motherboard","MSI","H110M PRO-VHL","Socket: LGA 1151, Chipset: Intel H110"
"Biostar H170GT3","Motherboard","Biostar","H170GT3","Socket: LGA 1151, Chipset: Intel H170"
"Asus Z170-Premium","Motherboard","Asus","Z170-Premium","Socket: LGA 1151, Chipset: Intel Z170"
"Asrock H97 Pro4","Motherboard","Asrock","H97 Pro4","Socket: LGA 1150, Chipset: Intel H97"
"Maxsun MS-H110M M.1","Motherboard","Maxsun","MS-H110M M.1","Socket: LGA 1151, Chipset: Intel H110"
"Asus ROG Crosshair V Formula","Motherboard","Asus","ROG Crosshair V Formula","Socket: AM3+, Chipset: AMD 990FX"
"Asrock H170 Pro4/D3","Motherboard","Asrock","H170 Pro4/D3","Socket: LGA 1151, Chipset: Intel H170"
"MSI B150M Mortar Arctic","Motherboard","MSI","B150M Mortar Arctic","Socket: LGA 1151, Chipset: Intel B150"
"Asrock Z97 Extreme9","Motherboard","Asrock","Z97 Extreme9","Socket: LGA 1150, Chipset: Intel Z97"
"Asrock B150M-ITX","Motherboard","Asrock","B150M-ITX","Socket: LGA 1151, Chipset: Intel B150"
"Gigabyte GA-AB350M-Gaming 3","Motherboard","Gigabyte","GA-AB350M-Gaming 3","Socket: AM4, Chipset: AMD B350"
"MSI Z170A SLI Plus","Motherboard","MSI","Z170A SLI Plus","Socket: LGA 1151, Chipset: Intel Z170"
"Asrock B150M Pro4S/D3","Motherboard","Asrock","B150M Pro4S/D3","Socket: LGA 1151, Chipset: Intel B150"
"Gigabyte GA-Z270X-Gaming 5","Motherboard","Gigabyte","GA-Z270X-Gaming 5","Socket: LGA 1151, Chipset: Intel Z270"
"Asus Prime B250M-K","Motherboard","Asus","Prime B250M-K","Socket: LGA 1151, Chipset: Intel B250"
"Asrock B150M-PIO","Motherboard","Asrock","B150M-PIO","Socket: LGA 1151, Chipset: Intel B150"
"Asrock H110M-DVP","Motherboard","Asrock","H110M-DVP","Socket: LGA 1151, Chipset: Intel H110"
"Gigabyte GA-Z170X-Ultra Gaming","Motherboard","Gigabyte","GA-Z170X-Ultra Gaming","Socket: LGA 1151, Chipset: Intel Z170"
"Asrock B460M-ITX/ac","Motherboard","Asrock","B460M-ITX/ac","Socket: LGA 1200, Chipset: Intel B460"
"Gigabyte GA-990FXA-UD3 Rev. 1.2","Motherboard","Gigabyte","GA-990FXA-UD3 Rev. 1.2","Socket: AM3+, Chipset: AMD 990FX"
"Asrock B150M Pro4S","Motherboard","Asrock","B150M Pro4S","Socket: LGA 1151, Chipset: Intel B150"
"Asus ROG Maximus VIII Hero","Motherboard","Asus","ROG Maximus VIII Hero","Socket: LGA 1151, Chipset: Intel Z170"
"Asrock 880GM-LE","Motherboard","Asrock","880GM-LE","Socket: AM3, Chipset: AMD 880G"
"Gigabyte GA-B150N Phoenix-WIFI","Motherboard","Gigabyte","GA-B150N Phoenix-WIFI","Socket: LGA 1151, Chipset: Intel B150"
"MSI X299 Tomahawk Arctic","Motherboard","MSI","X299 Tomahawk Arctic","Socket: LGA 2066, Chipset: Intel X299"
"Asrock B365 Phantom Gaming 4","Motherboard","Asrock","B365 Phantom Gaming 4","Socket: LGA 1151, Chipset: Intel B365"
"Asus Prime Z270-A","Motherboard","Asus","Prime Z270-A","Socket: LGA 1151, Chipset: Intel Z270"
"MSI H170M-A Pro","Motherboard","MSI","H170M-A Pro","Socket: LGA 1151, Chipset: Intel H170"
"Asus ROG Strix B350-I Gaming","Motherboard","Asus","ROG Strix B350-I Gaming","Socket: AM4, Chipset: AMD B350"
"Asrock X99 Extreme6/ac","Motherboard","Asrock","X99 Extreme6/ac","Socket: LGA 2011-3, Chipset: Intel X99"
"Biostar B360M D2V","Motherboard","Biostar","B360M D2V","Socket: LGA 1151, Chipset: Intel B360"
"Biostar Z270GTN","Motherboard","Biostar","Z270GTN","Socket: LGA 1151, Chipset: Intel Z270"
"Asrock Z170 Extreme6+","Motherboard","Asrock","Z170 Extreme6+","Socket: LGA 1151, Chipset: Intel Z170"
"Asus H170I-Pro","Motherboard","Asus","H170I-Pro","Socket: LGA 1151, Chipset: Intel H170"
"Asrock IMB-190","Motherboard","Asrock","IMB-190","Socket: LGA 1151, Chipset: Intel Q170"
"Asrock Fatal1ty 990FX Killer/3.1","Motherboard","Asrock","Fatal1ty 990FX Killer/3.1","Socket: AM3+, Chipset: AMD 990FX"
"Asus Prime B250-Pro","Motherboard","Asus","Prime B250-Pro","Socket: LGA 1151, Chipset: Intel B250"
"Biostar Z270GT8","Motherboard","Biostar","Z270GT8","Socket: LGA 1151, Chipset: Intel Z270"
"Asus ROG Crosshair","Motherboard","Asus","ROG Crosshair","Socket: AM2, Chipset: Nvidia nForce 590 SLI"
"Gigabyte GA-H170-Designare","Motherboard","Gigabyte","GA-H170-Designare","Socket: LGA 1151, Chipset: Intel H170"
"EVGA X79 FTW","Motherboard","EVGA","X79 FTW","Socket: LGA 2011, Chipset: Intel X79"
"Asrock H97M-ITX/ac","Motherboard","Asrock","H97M-ITX/ac","Socket: LGA 1150, Chipset: Intel H97"
"Maxsun MS-H110D4 Turbo M.1","Motherboard","Maxsun","MS-H110D4 Turbo M.1","Socket: LGA 1151, Chipset: Intel H110"
"EVGA X79 SLI","Motherboard","EVGA","X79 SLI","Socket: LGA 2011, Chipset: Intel X79"
"Asus ROG Maximus VIII Hero Alpha","Motherboard","Asus","ROG Maximus VIII Hero Alpha","Socket: LGA 1151, Chipset: Intel Z170"
"MSI Z170I Gaming Pro AC","Motherboard","MSI","Z170I Gaming Pro AC","Socket: LGA 1151, Chipset: Intel Z170"
"Gigabyte B360M D3P","Motherboard","Gigabyte","B360M D3P","Socket: LGA 1151, Chipset: Intel B360"
"EVGA Z97 Classified","Motherboard","EVGA","Z97 Classified","Socket: LGA 1150, Chipset: Intel Z97"
"Biostar H110MD Pro D4","Motherboard","Biostar","H110MD Pro D4","Socket: LGA 1151, Chipset: Intel H110"
"Gigabyte MW51-HP0","Motherboard","Gigabyte","MW51-HP0","Socket: LGA 2066, Chipset: Intel C422"
"Gigabyte GA-Z170X-Gaming 3 Rev. 1.0","Motherboard","Gigabyte","GA-Z170X-Gaming 3 Rev. 1.0","Socket: LGA 1151, Chipset: Intel Z170"
"Supermicro C7Z370-CG-IW","Motherboard","Supermicro","C7Z370-CG-IW","Socket: LGA 1151, Chipset: Intel Z370"
"Asus ROG Strix B250I Gaming","Motherboard","Asus","ROG Strix B250I Gaming","Socket: LGA 1151, Chipset: Intel B250"
"Asrock 970 Pro3 R2.0","Motherboard","Asrock","970 Pro3 R2.0","Socket: AM3+, Chipset: AMD 970"
"Asus B150I Pro Gaming/Aura","Motherboard","Asus","B150I Pro Gaming/Aura","Socket: LGA 1151, Chipset: Intel B150"
"ECS H110I-C33","Motherboard","ECS","H110I-C33","Socket: LGA 1151, Chipset: Intel H110"
"MSI Z97 Guard-Pro","Motherboard","MSI","Z97 Guard-Pro","Socket: LGA 1150, Chipset: Intel Z97"
"Asus B365M-Basalt","Motherboard","Asus","B365M-Basalt","Socket: LGA 1151, Chipset: Intel B365"
"Asus ROG Strix Z490-I Gaming","Motherboard","Asus","ROG Strix Z490-I Gaming","Socket: LGA 1200, Chipset: Intel Z490"
"MSI Z170A XPower Gaming Titanium Edition","Motherboard","MSI","Z170A XPower Gaming Titanium Edition","Socket: LGA 1151, Chipset: Intel Z170"
"MSI H370M Bazooka","Motherboard","MSI","H370M Bazooka","Socket: LGA 1151, Chipset: Intel H370"
"EVGA X299 FTW-K","Motherboard","EVGA","X299 FTW-K","Socket: LGA 2066, Chipset: Intel X299"
"ECS Z370 Lightsaber","Motherboard","ECS","Z370 Lightsaber","Socket: LGA 1151, Chipset: Intel Z370"
"Colorful iGame Z270 Ymir-U","Motherboard","Colorful","iGame Z270 Ymir-U","Socket: LGA 1151, Chipset: Intel Z270"
"Asus ROG Strix X370-I Gaming","Motherboard","Asus","ROG Strix X370-I Gaming","Socket: AM4, Chipset: AMD X370"
"Gigabyte GA-X99-Ultra Gaming Rev. 1.0","Motherboard","Gigabyte","GA-X99-Ultra Gaming Rev. 1.0","Socket: LGA 2011-3, Chipset: Intel X99"
"MSI B250I Pro","Motherboard","MSI","B250I Pro","Socket: LGA 1151, Chipset: Intel B250"
"Asrock H170M-ITX/ac","Motherboard","Asrock","H170M-ITX/ac","Socket: LGA 1151, Chipset: Intel H170"
"Gigabyte GA-Z170MX-Gaming 5 Rev. 1.0","Motherboard","Gigabyte","GA-Z170MX-Gaming 5 Rev. 1.0","Socket: LGA 1151, Chipset: Intel Z170"
"Asrock X99 WS-E/10G","Motherboard","Asrock","X99 WS-E/10G","Socket: LGA 2011-3, Chipset: Intel X99"
"Gigabyte GA-X150-Pro ECC","Motherboard","Gigabyte","GA-X150-Pro ECC","Socket: LGA 1151, Chipset: Intel C232"
"Gigabyte GA-Z170-Gaming K3 Rev. 1.0","Motherboard","Gigabyte","GA-Z170-Gaming K3 Rev. 1.0","Socket: LGA 1151, Chipset: Intel Z170"
"Gigabyte GA-Z170-HD3","Motherboard","Gigabyte","GA-Z170-HD3","Socket: LGA 1151, Chipset: Intel Z170"
"MSI Z270 Krait Gaming","Motherboard","MSI","Z270 Krait Gaming","Socket: LGA 1151, Chipset: Intel Z270"
"MSI H270I Gaming Pro AC","Motherboard","MSI","H270I Gaming Pro AC","Socket: LGA 1151, Chipset: Intel H270"
"Asrock Z370 Killer SLI","Motherboard","Asrock","Z370 Killer SLI","Socket: LGA 1151, Chipset: Intel Z370"
"MSI MEG X570 Creation","Motherboard","MSI","MEG X570 Creation","Socket: AM4, Chipset: AMD X570"
"Asrock H470 Phantom Gaming 4","Motherboard","Asrock","H470 Phantom Gaming 4","Socket: LGA 1200, Chipset: Intel H470"
"Asrock Fatal1ty Z170 Professional Gaming i7","Motherboard","Asrock","Fatal1ty Z170 Professional Gaming i7","Socket: LGA 1151, Chipset: Intel Z170"
"Gigabyte X299 Aorus Gaming 7 Pro","Motherboard","Gigabyte","X299 Aorus Gaming 7 Pro","Socket: LGA 2066, Chipset: Intel X299"
"Asrock IMB-791","Motherboard","Asrock","IMB-791","Socket: LGA 1151, Chipset: Intel H110"
"Gigabyte GA-H170TN","Motherboard","Gigabyte","GA-H170TN","Socket: LGA 1151, Chipset: Intel H170"
"Gigabyte X470 Aorus Gaming 7 Wifi Rev. 1.1","Motherboard","Gigabyte","X470 Aorus Gaming 7 Wifi Rev. 1.1","Socket: AM4, Chipset: AMD X470"
"Asrock X99 Extreme6/3.1","Motherboard","Asrock","X99 Extreme6/3.1","Socket: LGA 2011-3, Chipset: Intel X99"
"Asus ROG Maximus IV Gene-Z","Motherboard","Asus","ROG Maximus IV Gene-Z","Socket: LGA 1155, Chipset: Intel Z68"
"EVGA X99 FTW-K","Motherboard","EVGA","X99 FTW-K","Socket: LGA 2011-3, Chipset: Intel X99"
"Gigabyte GA-Z170X-Gaming 5 Rev. 1.0","Motherboard","Gigabyte","GA-Z170X-Gaming 5 Rev. 1.0","Socket: LGA 1151, Chipset: Intel Z170"
"MSI X79A-GD45 (8D)","Motherboard","MSI","X79A-GD45 (8D)","Socket: LGA 2011, Chipset: Intel X79"
"MSI X99A SLI Krait Edition","Motherboard","MSI","X99A SLI Krait Edition","Socket: LGA 2011-3, Chipset: Intel X99"
"EVGA X79 Classified","Motherboard","EVGA","X79 Classified","Socket: LGA 2011, Chipset: Intel X79"
"Asrock X299 Steel Legend","Motherboard","Asrock","X299 Steel Legend","Socket: LGA 2066, Chipset: Intel X299"
"MSI Z270 Gaming M5","Motherboard","MSI","Z270 Gaming M5","Socket: LGA 1151, Chipset: Intel Z270"
"Asrock Z390 Phantom Gaming-ITX/ac","Motherboard","Asrock","Z390 Phantom Gaming-ITX/ac","Socket: LGA 1151, Chipset: Intel Z390"
"ECS H110I-C4P","Motherboard","ECS","H110I-C4P","Socket: LGA 1151, Chipset: Intel H110"
"MSI B250M Bazooka Opt Boost","Motherboard","MSI","B250M Bazooka Opt Boost","Socket: LGA 1151, Chipset: Intel B250"
"Biostar Hi-Fi B150 PIO D4","Motherboard","Biostar","Hi-Fi B150 PIO D4","Socket: LGA 1151, Chipset: Intel B150"
"Asrock Fatal1ty Z170 Gaming K6","Motherboard","Asrock","Fatal1ty Z170 Gaming K6","Socket: LGA 1151, Chipset: Intel Z170"
"Asrock B150 Pro4/3.1","Motherboard","Asrock","B150 Pro4/3.1","Socket: LGA 1151, Chipset: Intel B150"
"Asus EX-B360M-V5","Motherboard","Asus","EX-B360M-V5","Socket: LGA 1151, Chipset: Intel B360"
"Asrock H110M-ITX/D3","Motherboard","Asrock","H110M-ITX/D3","Socket: LGA 1151, Chipset: Intel H110"
"Asrock B150A-X1","Motherboard","Asrock","B150A-X1","Socket: LGA 1151, Chipset: Intel B150"
"MSI B150M Gaming Pro","Motherboard","MSI","B150M Gaming Pro","Socket: LGA 1151, Chipset: Intel B150"
"MSI Z270 Gaming M6 AC","Motherboard","MSI","Z270 Gaming M6 AC","Socket: LGA 1151, Chipset: Intel Z270"
"Fujitsu D3410-B2","Motherboard","Fujitsu","D3410-B2","Socket: LGA 1151, Chipset: Intel B150"
"Gigabyte GA-990FXA-UD5 Rev. 3.1","Motherboard","Gigabyte","GA-990FXA-UD5 Rev. 3.1","Socket: AM3+, Chipset: AMD 990FX"
"Asrock IMB-198M","Motherboard","Asrock","IMB-198M","Socket: Onboard CPU, Chipset: SOC"
"Gigabyte Z390 Aorus Pro","Motherboard","Gigabyte","Z390 Aorus Pro","Socket: LGA 1151, Chipset: Intel Z390"
"MSI Z170A Gaming M7","Motherboard","MSI","Z170A Gaming M7","Socket: LGA 1151, Chipset: Intel Z170"
"Gigabyte GA-970A-UD3P Rev. 1.0","Motherboard","Gigabyte","GA-970A-UD3P Rev. 1.0","Socket: AM3+, Chipset: AMD 970"
"Gigabyte H310M S2V","Motherboard","Gigabyte","H310M S2V","Socket: LGA 1151, Chipset: Intel H310"
"MSI B250M Pro Opt Boost","Motherboard","MSI","B250M Pro Opt Boost","Socket: LGA 1151, Chipset: Intel B250"
"Biostar Gaming H170T","Motherboard","Biostar","Gaming H170T","Socket: LGA 1151, Chipset: Intel H170"
"Biostar B150GTN","Motherboard","Biostar","B150GTN","Socket: LGA 1151, Chipset: Intel B150"
"MSI Z370 SLI Plus","Motherboard","MSI","Z370 SLI Plus","Socket: LGA 1151, Chipset: Intel Z370"
"Asrock IMB-199V","Motherboard","Asrock","IMB-199V","Socket: Onboard CPU, Chipset: SOC"
"Asus Z170I Pro Gaming","Motherboard","Asus","Z170I Pro Gaming","Socket: LGA 1151, Chipset: Intel Z170"
"Asrock H170A-X1/3.1","Motherboard","Asrock","H170A-X1/3.1","Socket: LGA 1151, Chipset: Intel H170"
"MSI B360 Gaming Pro Carbon","Motherboard","MSI","B360 Gaming Pro Carbon","Socket: LGA 1151, Chipset: Intel B360"
"Asrock A320M-DVS R3.0","Motherboard","Asrock","A320M-DVS R3.0","Socket: AM4, Chipset: AMD A320"
"Gigabyte G1.Assassin","Motherboard","Gigabyte","G1.Assassin","Socket: LGA 1366, Chipset: Intel X58"
"Asus TUF Z390-Pro Gaming","Motherboard","Asus","TUF Z390-Pro Gaming","Socket: LGA 1151, Chipset: Intel Z390"
"MSI MEG X399 Creation","Motherboard","MSI","MEG X399 Creation","Socket: TR4, Chipset: AMD X399"
"Asrock Fatal1ty B150 Gaming K4/D3","Motherboard","Asrock","Fatal1ty B150 Gaming K4/D3","Socket: LGA 1151, Chipset: Intel B150"
"Asrock IMB-194-D","Motherboard","Asrock","IMB-194-D","Socket: LGA 1151, Chipset: Intel Q170"
"Maxsun MS-H110D4 DVR","Motherboard","Maxsun","MS-H110D4 DVR","Socket: LGA 1151, Chipset: Intel H110"
"Asus B150M-C","Motherboard","Asus","B150M-C","Socket: LGA 1151, Chipset: Intel B150"
"Asrock H97M Anniversary","Motherboard","Asrock","H97M Anniversary","Socket: LGA 1150, Chipset: Intel H97"
"Biostar TPower X79","Motherboard","Biostar","TPower X79","Socket: LGA 2011, Chipset: Intel X79"
"Gigabyte GA-970A-D3P Rev. 1.0","Motherboard","Gigabyte","GA-970A-D3P Rev. 1.0","Socket: AM3+, Chipset: AMD 970"
"Asus ROG Striker","Motherboard","Asus","ROG Striker","Socket: LGA 775, Chipset: Nvidia 680i SLI"
"Asus ROG Blitz Formula","Motherboard","Asus","ROG Blitz Formula","Socket: LGA 775, Chipset: Intel P35"
"Asrock Z170M Pro4","Motherboard","Asrock","Z170M Pro4","Socket: LGA 1151, Chipset: Intel Z170"
"Gigabyte GA-970A-UD3 Rev. 1.0","Motherboard","Gigabyte","GA-970A-UD3 Rev. 1.0","Socket: AM3+, Chipset: AMD 970"
"Biostar Hi-Fi B350S1","Motherboard","Biostar","Hi-Fi B350S1","Socket: AM4, Chipset: AMD B350"
"Asrock Fatal1ty Z170 Gaming-ITX/ac","Motherboard","Asrock","Fatal1ty Z170 Gaming-ITX/ac","Socket: LGA 1151, Chipset: Intel Z170"
"Asrock H370M-ITX/ac","Motherboard","Asrock","H370M-ITX/ac","Socket: LGA 1151, Chipset: Intel H370"
"Biostar X470GT8","Motherboard","Biostar","X470GT8","Socket: AM4, Chipset: AMD X470"
"Asrock X99 Extreme4","Motherboard","Asrock","X99 Extreme4","Socket: LGA 2011-3, Chipset: Intel X99"
"Biostar Hi-Fi A70U3P Rev. 1.2","Motherboard","Biostar","Hi-Fi A70U3P Rev. 1.2","Socket: FM2+, Chipset: AMD A70M"
"Asrock Q170M vPro+","Motherboard","Asrock","Q170M vPro+","Socket: LGA 1151, Chipset: Intel Q170"
"Asrock B150A-X1/Hyper","Motherboard","Asrock","B150A-X1/Hyper","Socket: LGA 1151, Chipset: Intel B150"
"MSI Z97-G55 SLI","Motherboard","MSI","Z97-G55 SLI","Socket: LGA 1150, Chipset: Intel Z97"
"MSI X79A-GD45","Motherboard","MSI","X79A-GD45","Socket: LGA 2011, Chipset: Intel X79"
"EVGA X99 FTW","Motherboard","EVGA","X99 FTW","Socket: LGA 2011-3, Chipset: Intel X99"
"Biostar Z270GT6","Motherboard","Biostar","Z270GT6","Socket: LGA 1151, Chipset: Intel Z270"
"Biostar Z370GT6","Motherboard","Biostar","Z370GT6","Socket: LGA 1151, Chipset: Intel Z370"
"Gigabyte GA-AB350-Gaming","Motherboard","Gigabyte","GA-AB350-Gaming","Socket: AM4, Chipset: AMD B350"
"Asrock X399 Phantom Gaming 6","Motherboard","Asrock","X399 Phantom Gaming 6","Socket: TR4, Chipset: AMD X399"
"MSI B150M Grenade","Motherboard","MSI","B150M Grenade","Socket: LGA 1151, Chipset: Intel B150"
"Gigabyte GA-H270-DS3H","Motherboard","Gigabyte","GA-H270-DS3H","Socket: LGA 1151, Chipset: Intel H270"
"Asrock X99 WS","Motherboard","Asrock","X99 WS","Socket: LGA 2011-3, Chipset: Intel X99"
"Gigabyte GA-990XA-UD3 Rev. 3.1","Motherboard","Gigabyte","GA-990XA-UD3 Rev. 3.1","Socket: AM3+, Chipset: AMD 990X"
"Gigabyte GA-EX58-UD4","Motherboard","Gigabyte","GA-EX58-UD4","Socket: LGA 1366, Chipset: Intel X58"
"Asus Prime X570-Pro","Motherboard","Asus","Prime X570-Pro","Socket: AM4, Chipset: AMD X570"
"Asus ROG Maximus VIII Formula","Motherboard","Asus","ROG Maximus VIII Formula","Socket: LGA 1151, Chipset: Intel Z170"
"MSI B360-F Pro","Motherboard","MSI","B360-F Pro","Socket: LGA 1151, Chipset: Intel B360"
"Asus Sabertooth 990FX/GEN3 R2.0","Motherboard","Asus","Sabertooth 990FX/GEN3 R2.0","Socket: AM3+, Chipset: AMD 990FX"
"Asus E3-Pro V5","Motherboard","Asus","E3-Pro V5","Socket: LGA 1151, Chipset: Intel C232"
"Asrock 880GMH-LE/USB3","Motherboard","Asrock","880GMH-LE/USB3","Socket: AM3, Chipset: AMD 880G"
"Asus B250M-C Pro","Motherboard","Asus","B250M-C Pro","Socket: LGA 1151, Chipset: Intel B250"
"Asrock H110M-DGS R2.0","Motherboard","Asrock","H110M-DGS R2.0","Socket: LGA 1151, Chipset: Intel H110"
"Asrock FM2A88X Extreme6+","Motherboard","Asrock","FM2A88X Extreme6+","Socket: FM2+, Chipset: AMD A88X"
"Asrock 880GMH/U3S3","Motherboard","Asrock","880GMH/U3S3","Socket: AM3+, Chipset: AMD 880G"
"Asrock H110M-I","Motherboard","Asrock","H110M-I","Socket: LGA 1151, Chipset: Intel H110"
"Asrock 870 Extreme3 R2.0","Motherboard","Asrock","870 Extreme3 R2.0","Socket: AM3+, Chipset: AMD 870"
"Asrock H170 Pro4S","Motherboard","Asrock","H170 Pro4S","Socket: LGA 1151, Chipset: Intel H170"
"ECS B150H4-M6","Motherboard","ECS","B150H4-M6","Socket: LGA 1151, Chipset: Intel B150"
"Asus TUF B360-Pro Gaming","Motherboard","Asus","TUF B360-Pro Gaming","Socket: LGA 1151, Chipset: Intel B360"
"Asus ROG Strix X470-I Gaming","Motherboard","Asus","ROG Strix X470-I Gaming","Socket: AM4, Chipset: AMD X470"
"Gigabyte GA-970-Gaming Rev. 1.0","Motherboard","Gigabyte","GA-970-Gaming Rev. 1.0","Socket: AM3+, Chipset: AMD 970"
"Asrock X399D8A-2T","Motherboard","Asrock","X399D8A-2T","Socket: TR4, Chipset: AMD X399"
"Gigabyte Z490I Aorus Ultra","Motherboard","Gigabyte","Z490I Aorus Ultra","Socket: LGA 1200, Chipset: Intel Z490"
"Biostar B350GT3","Motherboard","Biostar","B350GT3","Socket: AM4, Chipset: AMD B350"
"MSI B150M PRO-VD","Motherboard","MSI","B150M PRO-VD","Socket: LGA 1151, Chipset: Intel B150"
"Asus ROG Crosshair VIII Formula","Motherboard","Asus","ROG Crosshair VIII Formula","Socket: AM4, Chipset: AMD X570"
"Asus ROG Maximus VIII Extreme/Assembly","Motherboard","Asus","ROG Maximus VIII Extreme/Assembly","Socket: LGA 1151, Chipset: Intel Z170"
"ECS A990FXM-A Rev. 1.0","Motherboard","ECS","A990FXM-A Rev. 1.0","Socket: AM3+, Chipset: AMD 990FX"
"Asus Prime H270M-Plus","Motherboard","Asus","Prime H270M-Plus","Socket: LGA 1151, Chipset: Intel H270"
"MSI Z170A MPower Gaming Titanium","Motherboard","MSI","Z170A MPower Gaming Titanium","Socket: LGA 1151, Chipset: Intel Z170"
"Biostar B365MHC","Motherboard","Biostar","B365MHC","Socket: LGA 1151, Chipset: Intel B365"
"Asus A320M-C","Motherboard","Asus","A320M-C","Socket: AM4, Chipset: AMD A320"
"MSI B150M PRO-VDH D3","Motherboard","MSI","B150M PRO-VDH D3","Socket: LGA 1151, Chipset: Intel B150"
"Gigabyte GA-970A-D3 Rev. 1.4","Motherboard","Gigabyte","GA-970A-D3 Rev. 1.4","Socket: AM3+, Chipset: AMD 970"
