"name","type","brand","model","specs"
"Biostar Hi-Fi Z170Z5","Motherboard","Biostar","Hi-Fi Z170Z5","Socket: LGA 1151, Chipset: Intel Z170"
"EVGA Classified SR-2","Motherboard","EVGA","Classified SR-2","Socket: 2x LGA 1366, Chipset: Intel 5520"
"ECS A320AM4-M3","Motherboard","ECS","A320AM4-M3","Socket: AM4, Chipset: AMD A320"
"Asrock Z97 OC Formula","Motherboard","Asrock","Z97 OC Formula","Socket: LGA 1150, Chipset: Intel Z97"
"Asrock Fatal1ty B450 Gaming-ITX/ac","Motherboard","Asrock","Fatal1ty B450 Gaming-ITX/ac","Socket: AM4, Chipset: AMD B450"
"Biostar H110MLC","Motherboard","Biostar","H110MLC","Socket: LGA 1151, Chipset: Intel H110"
"Asrock Z170A-X1","Motherboard","Asrock","Z170A-X1","Socket: LGA 1151, Chipset: Intel Z170"
"MSI B360-A Pro","Motherboard","MSI","B360-A Pro","Socket: LGA 1151, Chipset: Intel B360"
"Asrock H170 Pro4","Motherboard","Asrock","H170 Pro4","Socket: LGA 1151, Chipset: Intel H170"
"Asrock 890GM Pro3","Motherboard","Asrock","890GM Pro3","Socket: AM3, Chipset: AMD 890GX"
"MSI B150M PRO-VHL","Motherboard","MSI","B150M PRO-VHL","Socket: LGA 1151, Chipset: Intel B150"
"Asrock Z170 Extreme4+","Motherboard","Asrock","Z170 Extreme4+","Socket: LGA 1151, Chipset: Intel Z170"
"Gigabyte GA-970A-D3 Rev. 1.3","Motherboard","Gigabyte","GA-970A-D3 Rev. 1.3","Socket: AM3+, Chipset: AMD 970"
"Gigabyte X299 Aorus Master","Motherboard","Gigabyte","X299 Aorus Master","Socket: LGA 2066, Chipset: Intel X299"
"Asus KNPA-U16","Motherboard","Asus","KNPA-U16","Socket: SP3, Chipset: None + None"
"MSI X299 Gaming M7 ACK","Motherboard","MSI","X299 Gaming M7 ACK","Socket: LGA 2066, Chipset: Intel X299"
"MSI Z270 Tomahawk","Motherboard","MSI","Z270 Tomahawk","Socket: LGA 1151, Chipset: Intel Z270"
"Gigabyte GA-Z270-D3","Motherboard","Gigabyte","GA-Z270-D3","Socket: LGA 1151, Chipset: Intel Z270"
"Asus ROG Crosshair VII Hero","Motherboard","Asus","ROG Crosshair VII Hero","Socket: AM4, Chipset: AMD X470"
"Maxsun MS-Meterstone B250M Gaming","Motherboard","Maxsun","MS-Meterstone B250M Gaming","Socket: LGA 1151, Chipset: Intel B250"
"Gigabyte GA-970A-D3 Rev. 1.2","Motherboard","Gigabyte","GA-970A-D3 Rev. 1.2","Socket: AM3+, Chipset: AMD 970"
"Gigabyte GA-B150M-D2V DDR3","Motherboard","Gigabyte","GA-B150M-D2V DDR3","Socket: LGA 1151, Chipset: Intel B150"
"MSI X370 Gaming Pro Carbon AC","Motherboard","MSI","X370 Gaming Pro Carbon AC","Socket: AM4, Chipset: AMD X370"
"MSI C236M Workstation","Motherboard","MSI","C236M Workstation","Socket: LGA 1151, Chipset: Intel C236"
"MSI B450M Gaming Plus","Motherboard","MSI","B450M Gaming Plus","Socket: AM4, Chipset: AMD B450"
"Asus TUF Z390M-Pro Gaming","Motherboard","Asus","TUF Z390M-Pro Gaming","Socket: LGA 1151, Chipset: Intel Z390"
"Gigabyte X399 Aorus Xtreme","Motherboard","Gigabyte","X399 Aorus Xtreme","Socket: TR4, Chipset: AMD X399"
"Asrock Q370M vPro","Motherboard","Asrock","Q370M vPro","Socket: LGA 1151, Chipset: Intel Q370"
"MSI A320M Pro-VD","Motherboard","MSI","A320M Pro-VD","Socket: AM4, Chipset: AMD A320"
"MSI B150M PRO-DH","Motherboard","MSI","B150M PRO-DH","Socket: LGA 1151, Chipset: Intel B150"
"Asus ROG Crosshair VII Hero (Wi-Fi)","Motherboard","Asus","ROG Crosshair VII Hero (Wi-Fi)","Socket: AM4, Chipset: AMD X470"
"EVGA Z97 Stinger WiFi","Motherboard","EVGA","Z97 Stinger WiFi","Socket: LGA 1150, Chipset: Intel Z97"
"MSI Z270 Gaming M3","Motherboard","MSI","Z270 Gaming M3","Socket: LGA 1151, Chipset: Intel Z270"
"Jetway NF791","Motherboard","Jetway","NF791","Socket: Onboard CPU, Chipset: SOC"
"Asrock X399M Taichi","Motherboard","Asrock","X399M Taichi","Socket: TR4, Chipset: AMD X399"
"Asrock B150M-HDV/D3","Motherboard","Asrock","B150M-HDV/D3","Socket: LGA 1151, Chipset: Intel B150"
"Jetway NF592-Q170","Motherboard","Jetway","NF592-Q170","Socket: LGA 1151, Chipset: Intel Q170"
"Maxsun MS-B250D4 Turbo M.2","Motherboard","Maxsun","MS-B250D4 Turbo M.2","Socket: LGA 1151, Chipset: Intel B250"
"Asrock B550 Taichi","Motherboard","Asrock","B550 Taichi","Socket: AM4, Chipset: AMD B550"
"Gigabyte GA-970A-D3 Rev. 1.0","Motherboard","Gigabyte","GA-970A-D3 Rev. 1.0","Socket: AM3+, Chipset: AMD 970"
"Biostar B150GT5","Motherboard","Biostar","B150GT5","Socket: LGA 1151, Chipset: Intel B150"
"Gigabyte GA-B150N Phoenix","Motherboard","Gigabyte","GA-B150N Phoenix","Socket: LGA 1151, Chipset: Intel B150"
"MSI X79A-GD65 (8D)","Motherboard","MSI","X79A-GD65 (8D)","Socket: LGA 2011, Chipset: Intel X79"
"Gigabyte GA-Z170M-D3H","Motherboard","Gigabyte","GA-Z170M-D3H","Socket: LGA 1151, Chipset: Intel Z170"
"MSI B150M PRO-D","Motherboard","MSI","B150M PRO-D","Socket: LGA 1151, Chipset: Intel B150"
"Maxsun MS-Z270 Gaming Pro","Motherboard","Maxsun","MS-Z270 Gaming Pro","Socket: LGA 1151, Chipset: Intel Z270"
"Gigabyte B360 Aorus Gaming 3 Wifi","Motherboard","Gigabyte","B360 Aorus Gaming 3 Wifi","Socket: LGA 1151, Chipset: Intel B360"
"MSI Z170A Gaming M6","Motherboard","MSI","Z170A Gaming M6","Socket: LGA 1151, Chipset: Intel Z170"
"Asus H170-Pro","Motherboard","Asus","H170-Pro","Socket: LGA 1151, Chipset: Intel H170"
"Asrock X570 Extreme4 WiFi ax","Motherboard","Asrock","X570 Extreme4 WiFi ax","Socket: AM4, Chipset: AMD X570"
"Asrock B150 Pro4/D3","Motherboard","Asrock","B150 Pro4/D3","Socket: LGA 1151, Chipset: Intel B150"
"MSI H170M PRO-DH","Motherboard","MSI","H170M PRO-DH","Socket: LGA 1151, Chipset: Intel H170"
"Asrock Z490M Pro4","Motherboard","Asrock","Z490M Pro4","Socket: LGA 1200, Chipset: Intel Z490"
"Biostar J3060NH","Motherboard","Biostar","J3060NH","Socket: Onboard CPU, Chipset: SOC"
"Asrock X99 OC Formula","Motherboard","Asrock","X99 OC Formula","Socket: LGA 2011-3, Chipset: Intel X99"
"Gigabyte Z390 Aorus Xtreme","Motherboard","Gigabyte","Z390 Aorus Xtreme","Socket: LGA 1151, Chipset: Intel Z390"
"MSI B150I Gaming Pro","Motherboard","MSI","B150I Gaming Pro","Socket: LGA 1151, Chipset: Intel B150"
"Gigabyte B360 Aorus Gaming 3","Motherboard","Gigabyte","B360 Aorus Gaming 3","Socket: LGA 1151, Chipset: Intel B360"
"Gigabyte X470 Aorus Gaming 7 Wifi Rev. 1.0","Motherboard","Gigabyte","X470 Aorus Gaming 7 Wifi Rev. 1.0","Socket: AM4, Chipset: AMD X470"
"Maxsun MS-iCraft Z370 Gaming","Motherboard","Maxsun","MS-iCraft Z370 Gaming","Socket: LGA 1151, Chipset: Intel Z370"
"Asrock IMB-194-L","Motherboard","Asrock","IMB-194-L","Socket: LGA 1151, Chipset: Intel Q170"
"Asrock B550 Steel Legend","Motherboard","Asrock","B550 Steel Legend","Socket: AM4, Chipset: AMD B550"
"Asrock IMB-191","Motherboard","Asrock","IMB-191","Socket: LGA 1151, Chipset: Intel H110"
"Asrock 870 Extreme3","Motherboard","Asrock","870 Extreme3","Socket: AM3, Chipset: AMD 870"
"Gigabyte B450 Aorus Pro","Motherboard","Gigabyte","B450 Aorus Pro","Socket: AM4, Chipset: AMD B450"
"Maxsun MS-M3A77D","Motherboard","Maxsun","MS-M3A77D","Socket: AM3, Chipset: AMD 770"
"Asrock IMB-157D","Motherboard","Asrock","IMB-157D","Socket: Onboard CPU, Chipset: SOC"
"Asrock H110M-ITX","Motherboard","Asrock","H110M-ITX","Socket: LGA 1151, Chipset: Intel H110"
"MSI X299M Gaming Pro Carbon AC","Motherboard","MSI","X299M Gaming Pro Carbon AC","Socket: LGA 2066, Chipset: Intel X299"
"Asrock 880GXH/USB3","Motherboard","Asrock","880GXH/USB3","Socket: AM3, Chipset: AMD 880G"
"Asus ROG Maximus XI Code","Motherboard","Asus","ROG Maximus XI Code","Socket: LGA 1151, Chipset: Intel Z390"
"Asrock Fatal1ty Z170 Gaming K6+","Motherboard","Asrock","Fatal1ty Z170 Gaming K6+","Socket: LGA 1151, Chipset: Intel Z170"
"MSI Z170A Gaming M9 ACK","Motherboard","MSI","Z170A Gaming M9 ACK","Socket: LGA 1151, Chipset: Intel Z170"
"Asrock H110M-PIO","Motherboard","Asrock","H110M-PIO","Socket: LGA 1151, Chipset: Intel H110"
"Asrock H310M-HDVP","Motherboard","Asrock","H310M-HDVP","Socket: LGA 1151, Chipset: Intel H310"
"Biostar J3160MP","Motherboard","Biostar","J3160MP","Socket: Onboard CPU, Chipset: SOC"
"MSI H110I Pro","Motherboard","MSI","H110I Pro","Socket: LGA 1151, Chipset: Intel H110"
"Biostar Z270GT9","Motherboard","Biostar","Z270GT9","Socket: LGA 1151, Chipset: Intel Z270"
"Biostar Z270GT4","Motherboard","Biostar","Z270GT4","Socket: LGA 1151, Chipset: Intel Z270"
"MSI X79MA-GD45","Motherboard","MSI","X79MA-GD45","Socket: LGA 2011, Chipset: Intel X79"
"Asrock Fatal1ty Z170 Gaming K4","Motherboard","Asrock","Fatal1ty Z170 Gaming K4","Socket: LGA 1151, Chipset: Intel Z170"
"Jetway NF594-Q170","Motherboard","Jetway","NF594-Q170","Socket: LGA 1151, Chipset: Intel Q170"
"Gigabyte GA-EX58-UD3R Rev. 1.7","Motherboard","Gigabyte","GA-EX58-UD3R Rev. 1.7","Socket: LGA 1366, Chipset: Intel X58"
"MSI Z97A SLI Krait Edition","Motherboard","MSI","Z97A SLI Krait Edition","Socket: LGA 1150, Chipset: Intel Z97"
"Biostar Z170GT7","Motherboard","Biostar","Z170GT7","Socket: LGA 1151, Chipset: Intel Z170"
"MSI X470 Gaming Pro","Motherboard","MSI","X470 Gaming Pro","Socket: AM4, Chipset: AMD X470"
"Asrock IMB-195","Motherboard","Asrock","IMB-195","Socket: LGA 1151, Chipset: Intel H110"
"Asrock B460 Steel Legend","Motherboard","Asrock","B460 Steel Legend","Socket: LGA 1200, Chipset: Intel B460"
"Asrock IMB-391","Motherboard","Asrock","IMB-391","Socket: LGA 1151, Chipset: Intel H110"
"Asus B150M-A/M.2","Motherboard","Asus","B150M-A/M.2","Socket: LGA 1151, Chipset: Intel B150"
"Gigabyte H370N Wifi","Motherboard","Gigabyte","H370N Wifi","Socket: LGA 1151, Chipset: Intel H370"
"Asus Z170-E","Motherboard","Asus","Z170-E","Socket: LGA 1151, Chipset: Intel Z170"
"MSI Z270I Gaming Pro Carbon AC","Motherboard","MSI","Z270I Gaming Pro Carbon AC","Socket: LGA 1151, Chipset: Intel Z270"
"Asrock IMB-195-D","Motherboard","Asrock","IMB-195-D","Socket: LGA 1151, Chipset: Intel H110"
"Asrock X570 Extreme4","Motherboard","Asrock","X570 Extreme4","Socket: AM4, Chipset: AMD X570"
"Gigabyte GA-AX370-Gaming","Motherboard","Gigabyte","GA-AX370-Gaming","Socket: AM4, Chipset: AMD X370"
"Asrock B150M-DVS R2.0","Motherboard","Asrock","B150M-DVS R2.0","Socket: LGA 1151, Chipset: Intel B150"
"Gigabyte GA-B150M-D3V DDR3","Motherboard","Gigabyte","GA-B150M-D3V DDR3","Socket: LGA 1151, Chipset: Intel B150"
"Asus TUF B450-Pro Gaming","Motherboard","Asus","TUF B450-Pro Gaming","Socket: AM4, Chipset: AMD B450"
"Asrock H97 Anniversary","Motherboard","Asrock","H97 Anniversary","Socket: LGA 1150, Chipset: Intel H97"
"Asrock H470 Steel Legend","Motherboard","Asrock","H470 Steel Legend","Socket: LGA 1200, Chipset: Intel H470"
"ECS Q170H4-M6","Motherboard","ECS","Q170H4-M6","Socket: LGA 1151, Chipset: Intel Q170"
"Asus B150-Plus","Motherboard","Asus","B150-Plus","Socket: LGA 1151, Chipset: Intel B150"
"Gigabyte GA-EX58-DS4","Motherboard","Gigabyte","GA-EX58-DS4","Socket: LGA 1366, Chipset: Intel X58"
"Biostar H110MGC","Motherboard","Biostar","H110MGC","Socket: LGA 1151, Chipset: Intel H110"
"MSI Z370 Gaming Pro Carbon","Motherboard","MSI","Z370 Gaming Pro Carbon","Socket: LGA 1151, Chipset: Intel Z370"
"Gigabyte GA-Z170X-Gaming 6 Rev. 1.0","Motherboard","Gigabyte","GA-Z170X-Gaming 6 Rev. 1.0","Socket: LGA 1151, Chipset: Intel Z170"
"Asrock H97M Pro4","Motherboard","Asrock","H97M Pro4","Socket: LGA 1150, Chipset: Intel H97"
"Asrock H370 Pro4","Motherboard","Asrock","H370 Pro4","Socket: LGA 1151, Chipset: Intel H370"
"Asrock A320M-HDV R3.0","Motherboard","Asrock","A320M-HDV R3.0","Socket: AM4, Chipset: AMD A320"
"ECS Z270H4-I","Motherboard","ECS","Z270H4-I","Socket: LGA 1151, Chipset: Intel Z270"
"Asus Z170-Pro","Motherboard","Asus","Z170-Pro","Socket: LGA 1151, Chipset: Intel Z170"
"Asus Prime X570-P","Motherboard","Asus","Prime X570-P","Socket: AM4, Chipset: AMD X570"
"ECS Z170-Claymore","Motherboard","ECS","Z170-Claymore","Socket: LGA 1151, Chipset: Intel Z170"
"Gigabyte GA-990FXA-UD3 Rev. 1.1","Motherboard","Gigabyte","GA-990FXA-UD3 Rev. 1.1","Socket: AM3+, Chipset: AMD 990FX"
"MSI Z170 Krait Gaming","Motherboard","MSI","Z170 Krait Gaming","Socket: LGA 1151, Chipset: Intel Z170"
"MSI B150M PRO-DDP","Motherboard","MSI","B150M PRO-DDP","Socket: LGA 1151, Chipset: Intel B150"
"Biostar H110MDE","Motherboard","Biostar","H110MDE","Socket: LGA 1151, Chipset: Intel H110"
"Gigabyte GA-B150-HD3 DDR3","Motherboard","Gigabyte","GA-B150-HD3 DDR3","Socket: LGA 1151, Chipset: Intel B150"
"NZXT N7 Z390 Black","Motherboard","NZXT","N7 Z390 Black","Socket: LGA 1151, Chipset: Intel Z390"
"Gigabyte GA-B150M-DS3P","Motherboard","Gigabyte","GA-B150M-DS3P","Socket: LGA 1151, Chipset: Intel B150"
"MSI X370 Gaming M7 ACK","Motherboard","MSI","X370 Gaming M7 ACK","Socket: AM4, Chipset: AMD X370"
"Gigabyte GA-970A-UD3 Rev. 3.0","Motherboard","Gigabyte","GA-970A-UD3 Rev. 3.0","Socket: AM3+, Chipset: AMD 970"
"ECS H110M4-C3V","Motherboard","ECS","H110M4-C3V","Socket: LGA 1151, Chipset: Intel H110"
"Biostar Gaming Z170W","Motherboard","Biostar","Gaming Z170W","Socket: LGA 1151, Chipset: Intel Z170"
"MSI H170M PRO-VDH D3","Motherboard","MSI","H170M PRO-VDH D3","Socket: LGA 1151, Chipset: Intel H170"
"Asrock Fatal1ty B150 Gaming K4","Motherboard","Asrock","Fatal1ty B150 Gaming K4","Socket: LGA 1151, Chipset: Intel B150"
"Jetway NF693","Motherboard","Jetway","NF693","Socket: LGA 1151, Chipset: Intel H110"
"Asrock Z97M OC Formula","Motherboard","Asrock","Z97M OC Formula","Socket: LGA 1150, Chipset: Intel Z97"
"Asrock E3V5 WS","Motherboard","Asrock","E3V5 WS","Socket: LGA 1151, Chipset: Intel C232"
"Gigabyte X299 Aorus Gaming","Motherboard","Gigabyte","X299 Aorus Gaming","Socket: LGA 2066, Chipset: Intel X299"
"Biostar H110MDS2 Pro D4","Motherboard","Biostar","H110MDS2 Pro D4","Socket: LGA 1151, Chipset: Intel H110"
"MSI Z170A SLI","Motherboard","MSI","Z170A SLI","Socket: LGA 1151, Chipset: Intel Z170"
"Asus B150-Pro","Motherboard","Asus","B150-Pro","Socket: LGA 1151, Chipset: Intel B150"
"Maxsun MS-B150D4 Turbo","Motherboard","Maxsun","MS-B150D4 Turbo","Socket: LGA 1151, Chipset: Intel B150"
"Biostar J3160MD","Motherboard","Biostar","J3160MD","Socket: Onboard CPU, Chipset: SOC"
"SOYO SY-B250D4 V2.0","Motherboard","SOYO","SY-B250D4 V2.0","Socket: LGA 1151, Chipset: Intel B250"
"Biostar B360MHD Pro","Motherboard","Biostar","B360MHD Pro","Socket: LGA 1151, Chipset: Intel B360"
"MSI H310M Pro-VDH","Motherboard","MSI","H310M Pro-VDH","Socket: LGA 1151, Chipset: Intel H310"
"Asrock X99 WS-E","Motherboard","Asrock","X99 WS-E","Socket: LGA 2011-3, Chipset: Intel X99"
"Asrock X470 Taichi Ultimate","Motherboard","Asrock","X470 Taichi Ultimate","Socket: AM4, Chipset: AMD X470"
"Biostar A70MGP","Motherboard","Biostar","A70MGP","Socket: FM2+, Chipset: AMD A70M"
"Jetway NF595-H110","Motherboard","Jetway","NF595-H110","Socket: LGA 1151, Chipset: Intel H110"
"Asus P10S-M WS","Motherboard","Asus","P10S-M WS","Socket: LGA 1151, Chipset: Intel C236"
"Asus B150M-A","Motherboard","Asus","B150M-A","Socket: LGA 1151, Chipset: Intel B150"
"Asrock IMB-193","Motherboard","Asrock","IMB-193","Socket: LGA 1151, Chipset: Intel H110"
"Asrock Fatal1ty H97 Performance","Motherboard","Asrock","Fatal1ty H97 Performance","Socket: LGA 1150, Chipset: Intel H97"
"Asus Prime B250M-C","Motherboard","Asus","Prime B250M-C","Socket: LGA 1151, Chipset: Intel B250"
"Gigabyte GA-990FXA-UD3 Rev. 1.0","Motherboard","Gigabyte","GA-990FXA-UD3 Rev. 1.0","Socket: AM3+, Chipset: AMD 990FX"
"MSI X370 Gaming Pro","Motherboard","MSI","X370 Gaming Pro","Socket: AM4, Chipset: AMD X370"
"Biostar Hi-Fi A70U3","Motherboard","Biostar","Hi-Fi A70U3","Socket: FM2+, Chipset: AMD A70M"
"Asrock X299M Extreme4","Motherboard","Asrock","X299M Extreme4","Socket: LGA 2066, Chipset: Intel X299"
"Biostar P4M800-M7A Rev. 7.0","Motherboard","Biostar","P4M800-M7A Rev. 7.0","Socket: LGA 775, Chipset: VIA P4M800"
"Gigabyte Z490 Vision D","Motherboard","Gigabyte","Z490 Vision D","Socket: LGA 1200, Chipset: Intel Z490"
"MSI Z170A Gaming Pro","Motherboard","MSI","Z170A Gaming Pro","Socket: LGA 1151, Chipset: Intel Z170"
"Asrock Fatal1ty H170 Performance/D3","Motherboard","Asrock","Fatal1ty H170 Performance/D3","Socket: LGA 1151, Chipset: Intel H170"
"Biostar A68MD Pro Rev. 1.0","Motherboard","Biostar","A68MD Pro Rev. 1.0","Socket: FM2+, Chipset: AMD A70M"
"Asrock IMB-198P","Motherboard","Asrock","IMB-198P","Socket: Onboard CPU, Chipset: SOC"
"Asus B150M-K","Motherboard","Asus","B150M-K","Socket: LGA 1151, Chipset: Intel B150"
"MSI B150M ECO","Motherboard","MSI","B150M ECO","Socket: LGA 1151, Chipset: Intel B150"
"MSI H110M PRO-VDP","Motherboard","MSI","H110M PRO-VDP","Socket: LGA 1151, Chipset: Intel H110"
"Asus ROG Maximus VIII Extreme","Motherboard","Asus","ROG Maximus VIII Extreme","Socket: LGA 1151, Chipset: Intel Z170"
"Maxsun MS-H110D4L HD","Motherboard","Maxsun","MS-H110D4L HD","Socket: LGA 1151, Chipset: Intel H110"
"Asus TUF H370-Pro Gaming (Wi-Fi)","Motherboard","Asus","TUF H370-Pro Gaming (Wi-Fi)","Socket: LGA 1151, Chipset: Intel H370"
"MSI H370 Gaming Pro Carbon","Motherboard","MSI","H370 Gaming Pro Carbon","Socket: LGA 1151, Chipset: Intel H370"
"Biostar J4105TH","Motherboard","Biostar","J4105TH","Socket: Onboard CPU, Chipset: SOC"
"Supermicro C7Z270-CG-L","Motherboard","Supermicro","C7Z270-CG-L","Socket: LGA 1151, Chipset: Intel Z270"
"Supermicro C7Z270-CG","Motherboard","Supermicro","C7Z270-CG","Socket: LGA 1151, Chipset: Intel Z270"
"Asrock Fatal1ty H170 Performance/Hyper","Motherboard","Asrock","Fatal1ty H170 Performance/Hyper","Socket: LGA 1151, Chipset: Intel H170"
"Gigabyte GA-970-Gaming SLI","Motherboard","Gigabyte","GA-970-Gaming SLI","Socket: AM3+, Chipset: AMD 970"
"Asus H170M-E D3","Motherboard","Asus","H170M-E D3","Socket: LGA 1151, Chipset: Intel H170"
"Asus B150-Plus D3","Motherboard","Asus","B150-Plus D3","Socket: LGA 1151, Chipset: Intel B150"
"Asrock B550 Extreme4","Motherboard","Asrock","B550 Extreme4","Socket: AM4, Chipset: AMD B550"
"MSI H110M PRO-VDL D3","Motherboard","MSI","H110M PRO-VDL D3","Socket: LGA 1151, Chipset: Intel H110"
"Asrock B550 Phantom Gaming 4/ac","Motherboard","Asrock","B550 Phantom Gaming 4/ac","Socket: AM4, Chipset: AMD B550"
"MSI X299 Tomahawk","Motherboard","MSI","X299 Tomahawk","Socket: LGA 2066, Chipset: Intel X299"
"Supermicro C7Q270-CB-ML","Motherboard","Supermicro","C7Q270-CB-ML","Socket: LGA 1151, Chipset: Intel Q270"
"Biostar Z170GTN","Motherboard","Biostar","Z170GTN","Socket: LGA 1151, Chipset: Intel Z170"
"Gigabyte B450M S2H","Motherboard","Gigabyte","B450M S2H","Socket: AM4, Chipset: AMD B450"
"Biostar TB150 Pro","Motherboard","Biostar","TB150 Pro","Socket: LGA 1151, Chipset: Intel B150"
"MSI H170I Pro AC","Motherboard","MSI","H170I Pro AC","Socket: LGA 1151, Chipset: Intel H170"
"Asrock IMB-390-D","Motherboard","Asrock","IMB-390-D","Socket: LGA 1151, Chipset: Intel Q170"
"Asus ROG Strix B360-G Gaming","Motherboard","Asus","ROG Strix B360-G Gaming","Socket: LGA 1151, Chipset: Intel B360"
"Gigabyte GA-990XA-UD3 Rev. 1.0","Motherboard","Gigabyte","GA-990XA-UD3 Rev. 1.0","Socket: AM3+, Chipset: AMD 990X"
"Biostar B150MD Pro D4","Motherboard","Biostar","B150MD Pro D4","Socket: LGA 1151, Chipset: Intel B150"
"Asus ROG Strix B450-I Gaming","Motherboard","Asus","ROG Strix B450-I Gaming","Socket: AM4, Chipset: AMD B450"
"Biostar Hi-Fi B150S5","Motherboard","Biostar","Hi-Fi B150S5","Socket: LGA 1151, Chipset: Intel B150"
"MSI X99A Godlike Gaming","Motherboard","MSI","X99A Godlike Gaming","Socket: LGA 2011-3, Chipset: Intel X99"
"Asus Prime B450-Plus","Motherboard","Asus","Prime B450-Plus","Socket: AM4, Chipset: AMD B450"
"Jetway NF697","Motherboard","Jetway","NF697","Socket: LGA 1151, Chipset: Intel Q170"
"Asrock X470 Master SLI/ac","Motherboard","Asrock","X470 Master SLI/ac","Socket: AM4, Chipset: AMD X470"
"Asus Prime B450M-K","Motherboard","Asus","Prime B450M-K","Socket: AM4, Chipset: AMD B450"
"Asrock B150M-PIO2","Motherboard","Asrock","B150M-PIO2","Socket: LGA 1151, Chipset: Intel B150"
"MSI C236A Workstation","Motherboard","MSI","C236A Workstation","Socket: LGA 1151, Chipset: Intel C236"
"Asrock X299 Taichi CLX","Motherboard","Asrock","X299 Taichi CLX","Socket: LGA 2066, Chipset: Intel X299"
"ECS Z270 Lightsaber","Motherboard","ECS","Z270 Lightsaber","Socket: LGA 1151, Chipset: Intel Z270"
"Gigabyte Z490M Gaming X","Motherboard","Gigabyte","Z490M Gaming X","Socket: LGA 1200, Chipset: Intel Z490"
"Asrock Fatal1ty X470 Gaming K4","Motherboard","Asrock","Fatal1ty X470 Gaming K4","Socket: AM4, Chipset: AMD X470"
"Gigabyte H310M DS2V","Motherboard","Gigabyte","H310M DS2V","Socket: LGA 1151, Chipset: Intel H310"
"Colorful Battle Axe C.AB350M-HD Plus V14A","Motherboard","Colorful","Battle Axe C.AB350M-HD Plus V14A","Socket: AM4, Chipset: AMD B350"
"Supermicro C7B250-CB-MK","Motherboard","Supermicro","C7B250-CB-MK","Socket: LGA 1151, Chipset: Intel B250"
"Asrock 890FX Deluxe3","Motherboard","Asrock","890FX Deluxe3","Socket: AM3, Chipset: AMD 890FX"
"Biostar B250MDC","Motherboard","Biostar","B250MDC","Socket: LGA 1151, Chipset: Intel B250"
"MSI E3 Krait Gaming V5","Motherboard","MSI","E3 Krait Gaming V5","Socket: LGA 1151, Chipset: Intel C232"
"Biostar Hi-Fi B150Z5","Motherboard","Biostar","Hi-Fi B150Z5","Socket: LGA 1151, Chipset: Intel B150"
"Biostar H110MGV3","Motherboard","Biostar","H110MGV3","Socket: LGA 1151, Chipset: Intel H110"
"Biostar Hi-Fi B250S1","Motherboard","Biostar","Hi-Fi B250S1","Socket: LGA 1151, Chipset: Intel B250"
"Supermicro C7Z270-CG-M","Motherboard","Supermicro","C7Z270-CG-M","Socket: LGA 1151, Chipset: Intel Z270"
"Biostar Hi-Fi H170S3H","Motherboard","Biostar","Hi-Fi H170S3H","Socket: LGA 1151, Chipset: Intel H170"
"Asus ROG Strix H370-F Gaming","Motherboard","Asus","ROG Strix H370-F Gaming","Socket: LGA 1151, Chipset: Intel H370"
"Asrock 890GX Extreme4 R2.0","Motherboard","Asrock","890GX Extreme4 R2.0","Socket: AM3+, Chipset: AMD 890GX"
"Asrock IMB-192","Motherboard","Asrock","IMB-192","Socket: LGA 1151, Chipset: Intel H110"
"Maxsun MS-B150D4 Turbo M.2","Motherboard","Maxsun","MS-B150D4 Turbo M.2","Socket: LGA 1151, Chipset: Intel B150"
"Asrock IMB-156L","Motherboard","Asrock","IMB-156L","Socket: Onboard CPU, Chipset: SOC"
"Biostar X470GTN","Motherboard","Biostar","X470GTN","Socket: AM4, Chipset: AMD X470"
